"Setting","真愛找麻煩","剩女保鏢","愛上巧克力","我們發財了"
"000001",NA,NA,NA,NA
"000001",NA,NA,NA,NA
"000001",NA,NA,NA,NA
"000001",NA,NA,NA,NA
"000001",1.10093375455016,2.00733864374527,1.77911013838765,1.37947315942096
"000001",1.223,0.603666666666666,1.63688611788925,0.937333333333333
"000001",1.23261538461535,1.81446153846168,1.50076923076923,1.414
"000001",1.3605882353037,1.75934210526317,1.32697368421314,1.40702127659867
"000001",1.58285714285617,1.84882352941167,1.49470588235294,1.45378378378523
"000001",1.36499999999981,1.73714285714303,1.65857142857245,1.41588235294136
"000001",1.42967741935588,1.79900000000077,1.657,1.38000000000023
"000001",1.48093750000002,1.89446770296605,1.56208695652168,1.40172727272736
"000001",1.61848484848494,1.9516739917519,1.41422310757093,1.37239436619718
"000001",1.45432432432424,1.71919069005519,1.56592592592589,1.4196835443038
"000001",1.42184210526228,1.44126849326051,1.67916666666571,1.38777777777729
"000001",1.76319148936212,1.83333333333327,1.621,1.35533333333333
"000001",1.70229166666667,1.84919191919192,1.60569696969697,1.34329166666707
"000001",1.9142857142858,1.89844106463879,1.55642585551291,1.3494425087108
"000001",1.94585718058831,1.91135135135133,1.58324324324324,1.37866344605476
"000001",1.68888888888888,1.81176470588235,1.67176470588235,1.36270270270266
"000001",1.81984126984144,1.94760910576369,1.632,1.343
"000001",1.54593750000002,1.98174656767442,1.61526744186065,1.32219047619048
"000001",1.74059612240931,2.24578503338443,1.59152053274114,1.32124481327799
"000001",2.16350244538519,2.11590623478283,1.76785864317371,1.37697855750495
"000001",2.0574109650969,1.90852046238392,1.655,1.3578723404255
"000001",2.20314602940441,1.87765690095132,1.6468,1.3256
"000001",2.21258507638704,1.93357861840292,1.66327523494022,1.43472631428162
"000001",2.30815869120762,1.96214943274797,1.7360416624546,1.32489344863813
"000001",2.36607928989594,1.98054951679034,1.790877291553,1.23694372293814
"000001",2.29281099187765,1.96307867679689,1.77406963513403,1.22744654909734
"000001",2.0640306364341,1.9240879602861,1.7669084402165,1.25540217833651
"000001",1.93893121185543,1.89720627759332,1.86661455055997,0.828769548031288
"000001",1.88754409590883,1.98701834403946,1.81425395592926,1.30343444227006
"000001",2.05841529073587,2.0010782157328,1.79866871199109,1.34334737827721
"000001",2.57296002126717,2.06509067865676,1.86876931256185,1.3420895522389
"000001",2.26511104028977,2.07196488599522,1.81748135538171,1.32771428571427
"000001",3.55317097701532,2.0117061287297,1.77191770450938,1.28666666666667
"000001",2.82352267407936,2.05811465026505,1.78103781152915,1.3315764447696
"000001",3.28629511375641,2.03588624564533,1.93105977391922,1.6576086586784
"000001",3.13096378015013,1.93745445110977,1.86001468517948,1.64290843391159
"000001",3.38957019661321,1.93253742339337,1.96942365014721,1.71509970377464
"000001",2.87273734717415,1.96186560476828,1.90794531898456,1.76152584795681
"000001",3.12672485812592,1.95020876212871,1.77245571475754,1.75007558405707
"000001",3.22652221606889,1.93632183908046,1.85791562973582,1.6996369507296
"000001",2.64721111796863,1.91547619047629,1.79485277144686,1.65201952220467
"000001",3.02239752783668,1.91955555555556,1.88813565131852,1.65090723842556
"000001",3.17720382905576,1.92026762246118,1.87314101776911,1.56637631524552
"000001",2.72639449729857,1.92510056127214,1.88420321052785,1.58757272164994
"000001",2.35286578138321,1.91350515463917,1.98993773185456,1.60009913630029
"000001",2.48644578510616,1.92063829787224,2.06775325175882,1.57594424102553
"000001",2.65601438963744,1.90770000000003,2.03066139282306,1.55746838813033
"000001",2.78878144380643,1.90430291262136,2.02876543523972,1.5754513993825
"000001",2.95323286924849,1.90645019996191,2.09539929033861,1.60030065977159
"000001",2.88229121580517,1.91233644859818,2.08834793009938,1.57575941161701
"000001",3.05662656348272,1.90576923076923,2.00863864665242,1.51506582164788
"000001",3.47043768307619,1.91709090909091,1.82183721155557,1.50268727330198
"000001",3.10880044230241,1.9201126307321,1.92978591203425,1.48069970106425
"000001",3.29501235418577,1.91647644641167,1.90215008030266,1.53911176272363
"000001",2.85659076236599,1.92538461538461,1.8767879377582,1.70509902792258
"000001",3.13170430945367,1.92842105263158,2.06703244461647,1.56111082525277
"000001",3.34121117913538,1.93375,1.7860667626945,1.57759811226728
"000001",3.14266181486049,1.98791115673469,1.93212541049519,1.60610270150742
"000001",3.29539212780064,1.98038302642253,1.73702760744444,1.55322975345896
"000001",3.16405582739229,1.9964813367499,1.9743678300686,1.49152721988413
"000001",3.30358845482219,1.93983870967742,1.64192582560683,1.49245783288559
"000001",3.22279737351737,1.83979540986904,1.80141318644712,1.43456947705074
"000001",3.22416960106734,1.82209535966096,1.83319686613588,1.33392406446979
"000001",3.28378925626244,1.92321558796718,1.84503746038547,1.30351953117504
"000001",3.26481734172369,1.9319708029197,1.75917679948679,1.32924452656674
"000001",3.28063045516351,1.9673695709809,1.68323728939469,1.4163465955057
"000001",2.89551894710067,1.96532771938537,1.85036405442849,1.40528023103612
"000001",3.10321941664209,1.96633526121947,1.77170526206291,1.36140135803892
"000001",3.02263067876977,2.01370669655874,1.81660197261831,1.38370455972868
"000001",3.25967245494544,2.00463409765217,1.76182830462574,1.47371301350899
"000001",3.18227060988536,2.00229725051677,1.77979089666318,1.56383855935174
"000001",3.18471516055709,1.95477676693926,1.97836171897294,1.57020645021273
"000001",2.97726127887755,1.96183962076027,1.94985638386425,1.57901711929263
"000001",3.07172585605156,1.85395568320742,2.0069984443641,1.63040072167301
"000001",3.17843250018733,1.84818334450308,2.10881429793312,1.7006832718985
"000001",3.20381297573509,1.85125618263828,NA,1.65081449425924
"000001",3.18030150348789,1.82456483939538,NA,1.64803830381077
"000001",3.47936410030828,1.83413055175008,NA,1.67963391994458
"000001",3.61909437414819,NA,NA,1.76510876955577
"000001",3.71283980395782,NA,NA,1.72953083379857
"000001",NA,NA,NA,1.69859871491382
"000001",NA,NA,NA,1.69824097657502
"000001",NA,NA,NA,1.67869673414722
"000001",NA,NA,NA,1.74387737241473
"000001",NA,NA,NA,1.5840396827234
"000010",NA,NA,NA,NA
"000010",NA,NA,NA,NA
"000010",NA,NA,NA,NA
"000010",NA,NA,NA,NA
"000010",NA,NA,NA,NA
"000010",NA,NA,NA,NA
"000010",NA,NA,NA,NA
"000010",NA,NA,NA,NA
"000010",NA,NA,NA,1.405
"000010",NA,NA,NA,NA
"000010",NA,NA,NA,NA
"000010",NA,NA,NA,NA
"000010",NA,NA,1.57416666666667,NA
"000010",NA,NA,NA,NA
"000010",1.44582746562371,NA,NA,NA
"000010",NA,NA,NA,NA
"000010",NA,NA,NA,NA
"000010",NA,NA,NA,1.35823529411765
"000010",NA,1.88000000000029,NA,1.34611111111111
"000010",NA,1.87842105263158,NA,1.34736842105263
"000010",NA,NA,NA,1.343
"000010",1.65425211462715,NA,NA,1.34619047619048
"000010",NA,NA,NA,NA
"000010",NA,NA,1.73023220659246,1.33391304347826
"000010",2.14825536378467,NA,NA,1.33625
"000010",2.08547199271533,NA,NA,1.3256
"000010",2.24308344482436,NA,1.71262217916906,1.41915545311614
"000010",2.19587698784351,NA,1.75479841008267,1.30813158968972
"000010",2.33686257029306,NA,NA,1.33836939044867
"000010",2.08873778906477,NA,NA,1.15745851619599
"000010",2.08183991296624,NA,NA,1.06853852419881
"000010",1.91288722801509,NA,1.8548213234353,1.13294809068431
"000010",1.8674735909813,NA,1.82125977471214,NA
"000010",2.11367118788181,NA,1.85465474542,NA
"000010",NA,NA,1.8537160477418,NA
"000010",NA,NA,1.74869859222917,NA
"000010",NA,2.00798171941767,1.75649765499788,NA
"000010",2.65539305923611,2.02589720273191,1.86060286861245,NA
"000010",NA,2.02468922491131,1.93896740340596,NA
